,cid,peak_ra,peak_decl,nepoch,official_name,type_dr,smp_peakmag_r,smp_mjd_peakmag_r,smp_nepoch_snr5_r,n_SNspec,n_GALspec,z_best_with_BOSS_HELIO,z_best_err_with_BOSS_HELIO,z_best_with_BOSS_CMB,z_best_err_with_BOSS_CMB,x0,x0err,x1,x1err,c,cerr,pkmjd,pkmjderr,mu,muerr,fitprob,chi2,ndof,delta,deltaerr,av,averr,pkmjd.1,pkmjderr.1,mu.1,muerr.1,fitprob.1,chi2.1,ndof.1,pz_ia,ztp1A_logprob,ztp1A_lc_quality,pz_ibc,ztp1BC_logprob,ztp1BC_lc_quality,pz_ii,ztp2_logprob,ztp2_lc_quality,Nnnz,Pnnz_Ia,Pnnz_Ibc,Pnnz_II,ztp1a_z_moment1,ztp1a_z_moment2),ztp1a_dm_moment1,ztp1a_dm_moment2),ztp1a_av_moment1,ztp1a_av_moment2),ztp1a_tmax_moment1,ztp1a_tmax_moment2),ztp1bc_dm15,ztp2_dm15,x0.1,x0err.1,x1.1,x1err.1,c.1,cerr.1,pkmjd.2,pkmjderr.2,zphot,zphoterr,fitprob.2,chi2.2,ndof.2,p_ia,tp1A_logprob,tp1A_lc_quality,p_ibc,tp1BC_logprob,tp1BC_lc_quality,p_ii,tp2_logprob,tp2_lc_quality,Nnn,Pnn_Ia,Pnn_Ibc,Pnn_II,tp1a_z_moment1,tp1a_z_moment2),tp1a_dm_moment1,tp1a_dm_moment2),tp1a_av_moment1,tp1a_av_moment2),tp1a_tmax_moment1,tp1a_tmax_moment2),tp1bc_dm15,tp2_dm15,host_objid_dr8,ra,decl,host_sep_DR8,host_DLR_DR8,z,zErr,z.1,zErr.1,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,logMass_Ravi,logMass_lo_Ravi,logMass_hi_Ravi,logSSFR_Ravi,logSSFR_lo_Ravi,logSSFR_hi_Ravi,age_Ravi,age_lo_Ravi,age_hi_Ravi,minredchi2_Ravi,logMass_Mat,logMass_lo_Mat,logMass_hi_Mat,logSFR_Mat,logSFR_lo_Mat,logSFR_hi_Mat,age_Mat,minchi2_Mat,dr_notes,is_snia,is_snii,is_snib,is_uk
5882,14329,6.769533,-0.041939,9,\N,zSNII,21.471,54021.3,13,0,0,0.162408,2e-05,0.161057,2e-05,4.7351e-05,1.91e-06,5,0.1971,0.0871,0.0424,54017,0.51,41.4771,0.2054,3.66e-09,161.3,70,-0.8579,0.0651,0.6602,0.0944,54014,0.46,40.8465,0.1352,0.000242,120.2,71,0.0000,-10.42600,63,0.0000,-10.54060,63,1.0000,-1.72820,63,576,0.0000,0.0017,0.9983,0.18926,0.0141421354451008,0.61400,0.0199999997473788,0.36300,0.147003398734331,54015.070,0.530094320208668,306.00,308.00,4.7207e-05,1.91e-06,5,0.1761,0.0364,0.0421,54017.8,0.72,0.1926,0.0039,6.21e-08,150,69,0.0000,-8.82680,63,0.0000,-3.86970,63,1.0000,-0.13140,63,304,0.0000,0.0000,1.0000,0.08491,0.0063245552404509,0.61800,0.0230217292867604,0.87800,0.137003649462433,54014.051,0.5495452539798,306.00,308.00,1237657190908166384,6.7703003883,-0.0423820876,3.21115,1.25006,0.088215,0.054469,0.124789,0.0489868,19.9247,0.10175,18.9088,0.0194549,18.3409,0.0179106,18.116,0.0206141,17.899,0.0645402,10.2667,10.2066,10.3332,-10.1902,-10.3127,-10.0477,3.7579,2.6914,5.6614,0.0937,10.2010,9.9770,10.2110,0.8470,0.3790,0.8570,1.6000,5.0700,\N,0,1,0,0
5883,14330,7.125746,-0.068405,7,\N,zSNIa,21.505,54011.3,7,0,0,0.252791,0.00010400000000000001,0.251339,0.00010400000000000001,3.9219e-05,2.38e-06,-1.6179,0.5033,0.2037,0.0566,54013,0.51,40.1136,0.2276,0.0286,94.2,70,0.6624,0.3609,0.3732,0.3653,54012.8,0.51,40.1297,0.1872,0.000419,120.2,73,0.9991,-0.98300,63,0.0009,-1.61260,63,0.0000,-6.41450,63,\N,\N,\N,\N,0.25613,0.0414728820073699,1.39900,0.12300406574153,1.02500,0.354992956810244,54012.352,0.609918034510775,1.00,1.00,3.5831e-05,3.74e-06,-2.0015,0.5865,0.2197,0.1772,54012.1,0.92,0.1734,0.0862,0.284,52,47,0.9946,-1.05010,63,0.0054,-1.24030,63,0.0000,-4.84160,63,208,0.7115,0.2500,0.0385,0.26881,0.0477493444849938,1.41300,0.121983604153621,0.91100,0.388998708895671,54012.469,0.579655065940122,303.00,301.00,1237657190908298083,7.1256389618,-0.0682324022,0.69860,1.41434,0.393246,0.08087,0.328494,0.160235,24.2153,1.6619,21.6052,0.104625,20.4129,0.0544992,19.6842,0.040571,19.4857,0.135744,10.6870,10.5055,10.8484,-12.3372,-28.2463,-10.7225,6.7354,4.5960,8.8122,1.4681,10.5970,10.1950,10.6310,-99.0000,-99.0000,-99.0000,10.0000,8.5400,\N,1,0,0,0
5884,14331,7.888675,-0.13581400000000002,10,2006kl,SNIa,21.171,54009.3,10,1,0,0.22115900000000002,1.4999999999999999e-05,0.21975,1.4999999999999999e-05,7.3119e-05,2.95e-06,0.1777,0.3271,0.0038,0.0355,54013.5,0.3,40.3472,0.1974,0.901,54.4,69,-0.1629,0.1136,0.3282,0.1104,54012.6,0.39,40.4657,0.1308,0.0827,89.2,72,1.0000,-0.00660,63,0.0000,-4.02460,63,0.0000,-12.43060,63,\N,\N,\N,\N,0.22991,0.0202484569247245,1.05600,0.0579655067546806,0.19100,0.165015151193403,54012.949,0.419523538131445,3.00,1.00,7.1976e-05,3.09e-06,0.2354,0.3341,0.0027,0.0518,54013.6,0.36,0.2262,0.0223,0.672,46,51,1.0000,-0.00660,63,0.0000,-3.05450,63,0.0000,-4.49890,63,1805,0.9834,0.0006,0.0161,0.23758,0.0192353839132728,1.05600,0.0570087718430701,0.21100,0.151986841123928,54013.000,0.409878027875396,306.00,301.00,1237657190908690822,7.8890552521,-0.1355901808,1.62055,1.52363,0.075633,0.014886,0.070312,0.0220478,22.0482,0.343684,20.783,0.0493386,20.367,0.0518614,19.9828,0.054209,19.7694,0.165025,9.6959,9.6069,9.7977,-10.1049,-10.2263,-10.0010,3.3767,2.3005,4.7425,2.2441,9.7890,9.3260,10.1110,0.5400,-0.0880,0.6830,3.5000,12.0200,\N,1,0,0,0
5886,14333,16.285339,-0.012631,8,\N,zSNIa,21.315,54011.4,8,1,0,0.27009,5.9e-05,0.26871799999999996,5.9e-05,6.2845e-05,2.86e-06,-0.4285,0.3928,-0.1416,0.037,54015.4,0.34,40.8272,0.213,0.675,61.2,67,0.0594,0.1723,-0.1382,0.1572,54015,0.46,41.0648,0.161,0.9,53.6,68,1.0000,-0.06350,63,0.0000,-3.22620,63,0.0000,-4.59860,63,\N,\N,\N,\N,0.27400,0.0250998012761581,1.26300,0.0740270208633835,-0.45300,0.180997242296666,54014.730,0.419523538131445,3.00,1.00,6.2747e-05,3.17e-06,-0.5307,0.4146,-0.1602,0.0558,54015.5,0.42,0.2826,0.0242,0.526,46.7,48,1.0000,-0.05950,63,0.0000,-2.74470,63,0.0000,-3.73280,63,391,0.9233,0.0026,0.0742,0.27934,0.021447610827486,1.26400,0.0719722159021538,-0.34000,0.156012819997513,54014.781,0.399999995529652,306.00,301.00,1237666339188834503,16.2855339050,-0.0125832791,0.80987,1.46258,0.265377,0.039288,0.257172,0.0941611,22.6371,0.425133,20.6895,0.0328324,19.2635,0.0154195,18.7417,0.0142933,18.439,0.0370594,10.9993,10.9028,11.0790,-15.2242,-40.5412,-11.8295,7.1427,4.5427,9.5427,0.0797,10.7210,10.7170,10.7250,-99.0000,-99.0000,-99.0000,3.5000,0.1100,\N,1,0,0,0
5894,14343,0.7072109999999999,-0.9540209999999999,10,\N,zSNIa,21.265,54009.3,9,0,0,0.343052,2.8000000000000003e-05,0.34144800000000003,2.8000000000000003e-05,5.4049e-05,2.52e-06,0.9279,0.489,-0.0524,0.0406,54014,0.58,40.9755,0.2177,0.985,48.4,72,-0.3322,0.114,0.2466,0.1117,54012.8,0.49,41.0364,0.1369,1,37.2,72,1.0000,-0.00040,63,0.0000,-0.17910,63,0.0000,-1.20970,63,\N,\N,\N,\N,0.31131,0.0387298336304007,0.93200,0.0689927526875688,0.17300,0.2640075807061,54012.852,0.630079371811165,3.00,1.00,5.2439e-05,2.82e-06,1.0519,0.5027,0.0307,0.0833,54013.7,0.64,0.3027,0.0406,0.9,39.4,52,1.0000,-0.00090,63,0.0000,-0.18180,63,0.0000,-0.88610,63,1456,0.9883,0.0096,0.0021,0.30944,0.0270185127061497,0.92800,0.0679705803175281,0.34200,0.187989361252098,54012.891,0.570087702094223,306.00,301.00,1237657189831803328,0.7077706456,-0.9542161822,2.28094,1.70836,0.220547,0.09077,0.153076,0.133569,22.7615,0.753169,21.2829,0.0988519,20.4345,0.0681631,20.1493,0.0770402,20.221,0.290783,10.2089,10.0755,10.3466,-10.0731,-10.2545,-9.9156,2.8243,1.7262,4.8424,0.7585,9.8600,9.7290,10.5700,0.3930,0.1460,0.9540,0.9000,3.9600,\N,1,0,0,0
5896,14346,7.1488949999999996,-1.003723,4,\N,zSNIa,22.017,54007.4,4,0,0,0.21329099999999998,2.2e-05,0.21188800000000002,2.2e-05,2.3924e-05,1.89e-06,1.1842,0.909,0.2181,0.073,54010.2,1.01,41.1154,0.3033,0.393,75.6,73,-0.241,0.1242,0.8602,0.1435,54008.8,0.85,40.955,0.1952,0.325,80,75,1.0000,-0.25180,63,0.0000,-1.45590,63,0.0000,-2.04050,63,\N,\N,\N,\N,0.20900,0.057096408909576,0.84200,0.126015871406026,1.09900,0.555004512837251,54009.441,1.30000002200787,1.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-0.19650,63,0.0000,-0.86970,63,0.0000,-1.05750,63,316,0.9430,0.0127,0.0443,0.13198,0.0176068169492012,0.84400,0.130996184217502,1.47400,0.297993285434717,54008.781,1.04019229816709,306.00,301.00,1237657189834621269,7.1488986015,-1.0037109852,0.16422,0.25809,0.081615,0.024577,0.0600324,0.0259702,23.4353,0.724699,21.8375,0.0873501,21.3885,0.0783783,21.0327,0.0834003,20.8434,0.274622,9.3177,9.2090,9.4405,-10.1459,-10.3102,-10.0186,3.6276,2.4691,5.4712,0.8452,9.2410,8.9000,9.7140,-0.0040,-0.6790,0.1880,1.4000,4.7400,\N,1,0,0,0
5910,14365,-6.400407,-0.547373,15,\N,Variable,21.684,54060.2,10,0,0,0.464236,0.000138,0.46245,0.000138,3.3596e-05,1.48e-06,5,0.1213,-0.1759,0.0444,54042.2,0.69,42.5901,0.2198,3.55e-14,163.1,49,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-25.43420,60,0.0000,-47.96260,60,0.0000,-57.18910,60,\N,\N,\N,\N,0.23514,0.0170293862576419,0.60000,0,0.12500,0.128996124148362,54042.891,0.649615263783183,2.00,4.00,3.1713e-05,1.67e-06,4.9998,0.2418,0.0386,0.0815,54044.3,2,0.4491,0.05,3.71e-05,91.3,44,0.0000,-11.52140,62,0.0000,-25.46470,62,1.0000,-3.97060,62,674,0.0000,0.0015,0.9985,0.23270,0.0161245155185452,0.60000,0,0.06800,0.12300406574153,54042.809,0.609918034510775,304.00,302.00,1237666407365869918,353.5995788574,-0.5474241376,0.43428,0.56431,0.54741,0.167286,0.39978,0.24472,21.246,0.167906,20.5857,0.0351579,20.0621,0.0305126,19.5045,0.0257649,19.1173,0.0610313,10.9530,10.8879,11.0057,-10.3092,-10.3092,-10.2129,5.5717,5.1543,5.5717,7.4744,10.8700,10.3780,11.2870,1.4180,1.0190,1.5560,7.0000,57.5400,\N,0,0,0,0
5923,14382,-0.851317,0.204258,2,\N,zSNIa,22.416,53996.3,0,0,0,0.41780500000000004,0.000244,0.41609799999999997,0.000244,1.6933e-05,1.31e-06,-0.3079,1.3797,-0.0507,0.0737,53996.9,1.9,42.007,0.3666,0.996,99.4,140,-0.0387,0.298,0.2153,0.3736,53996.2,0.08,42.099,0.3259,0.998,106.9,152,0.9984,-0.00090,63,0.0016,-0.00520,63,0.0000,-0.04140,63,\N,\N,\N,\N,0.46591,0.0704272677968047,1.24200,0.221990988528618,-0.24700,0.297001686170075,53997.160,1.60996894616927,3.00,1.00,1.6419e-05,2.55e-06,-1.7233,1.5316,0.4269,0.2394,53995.2,2.46,0.2512,0.0854,0.955,49.6,68,0.9992,-0.00090,63,0.0008,-0.00520,63,0.0000,-0.01410,63,130,0.9462,0.0538,0.0000,0.46142,0.0619677327566004,1.25700,0.221990988528618,-0.08600,0.270998155740677,53997.281,1.54012985784289,306.00,301.00,1237663784197030981,359.1486206055,0.2041140646,0.58527,1.04608,0.466548,0.077541,0.338005,0.0599576,24.6276,0.670544,23.3305,0.242864,21.7376,0.0848335,21.1611,0.067717,20.2565,0.131288,10.7404,10.5172,10.9478,-10.8306,-15.8324,-10.2702,5.0382,3.2429,6.7771,1.4344,10.6470,10.2440,10.6970,-99.0000,-99.0000,-99.0000,9.0000,7.4100,\N,1,0,0,0
5924,14383,1.332868,0.204572,10,\N,Unknown,22.049,54048.2,1,0,0,0.614416,0.000101,0.612488,0.000101,1.3021e-05,9.67e-07,5,0.4527,-0.2594,0.0512,54048.9,0.16,43.8635,0.2714,0.123,99.2,84,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.0000,-25.15120,60,0.0000,-35.97880,62,0.0000,-28.64210,60,\N,\N,\N,\N,0.26343,0.0258843578138689,0.60000,0.00774596659457504,0.39800,0.190997377939975,54043.648,0.799999991059303,2.00,1.00,2.8735e-05,1.91e-06,5,0.3319,-0.0434,0.0836,54042.3,0.04,0,0.005,1.06e-05,117,59,0.9975,-4.97880,62,0.0000,-9.61260,62,0.0025,-6.00740,63,-1,-1.0000,-1.0000,-1.0000,0.22575,0.021447610827486,0.60500,0.010954451011737,-0.25000,0.164012197321504,54043.309,0.619677338086411,304.00,302.00,1237663784197947757,1.3329098225,0.2045719773,0.06200,0.08460,0.573218,0.1398,0.435802,0.256727,21.581,0.164125,21.1849,0.0516373,20.5534,0.0420455,19.9912,0.0355983,19.5125,0.094644,10.9623,10.7795,11.0934,-10.0613,-10.1698,-9.8614,3.3375,1.7098,4.4933,1.3193,11.0920,10.8740,11.2640,1.6130,1.4190,1.6740,5.0000,3.3200,\N,0,0,0,1
5927,14386,18.442799,0.305779,3,\N,Variable,20.585,54007.4,15,0,0,0.044374000000000004,9e-06,0.043268,9e-06,5.6121e-05,3.56e-06,5,0.1038,0.6405,0.0642,54018,0.03,39.6446,0.2278,0,331.1,42,-1,0.3,1.7662,0.0853,54004.8,0.22,38.9779,0.0856,0,653.2,88,0.0000,-58.21900,3,0.0000,-50.05900,19,1.0000,-22.00880,19,\N,\N,\N,\N,0.07601,0.0130384047852265,0.61200,0.0161245155185452,-0.56200,0.340998529221979,53966.531,1.20995867146302,1.00,3.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0000,-47.05650,3,0.0000,-49.00790,19,1.0000,-24.23510,19,-1,-1.0000,-1.0000,-1.0000,0.54899,0.154854767847179,0.80600,0.130996184217502,3.00000,0,53971.000,0,303.00,305.00,1237666339726622880,18.4430179596,0.3057311177,1.20049,0.30560,0.062554,0.024983,0.0600154,0.0230483,16.8294,0.0184768,15.2233,0.00287286,14.4643,0.00246715,14.0658,0.00243685,13.7275,0.00489543,11.1671,11.0751,11.2332,-10.6160,-11.0726,-10.3451,6.3235,4.6139,8.3260,0.1540,10.7430,10.7300,10.9010,-99.0000,-99.0000,-99.0000,3.5000,551.4000,\N,0,0,0,0
5936,14397,6.916098,0.649507,4,2006kk,SNIa,21.576999999999998,54011.3,4,1,0,0.386529,2.8999999999999997e-05,0.384917,2.8999999999999997e-05,3.0905e-05,2.3e-06,-1.4468,0.5946,-0.2632,0.057,54014.2,0.74,41.7693,0.2557,0.985,46.9,70,0.4161,0.3755,-0.7308,0.4097,54014.5,0.67,42.3015,0.2596,0.978,49.1,71,1.0000,-0.00090,63,0.0000,-0.04580,62,0.0000,-0.06500,63,\N,\N,\N,\N,0.42763,0.0401248057406579,1.42900,0.15899685733354,-0.79400,0.138996402698218,54014.051,0.789936714474396,3.00,1.00,3.0477e-05,3.03e-06,-1.4935,0.687,-0.2112,0.0881,54014.1,0.97,0.3738,0.0568,0.97,48.6,69,0.9996,-0.00040,63,0.0001,-0.02780,63,0.0003,-0.00520,62,46,0.9565,0.0435,0.0000,0.42913,0.0392428333377228,1.43400,0.157987341480099,-0.80000,0.131984845589736,54014.070,0.749666576976044,307.00,305.00,1237678433791181425,6.9155998230,0.6493169665,2.04212,1.55329,0.351903,0.053577,0.312882,0.0952513,21.4667,0.195858,20.7288,0.0471837,19.7858,0.0284384,19.5371,0.0329359,19.2294,0.093395,10.5476,10.4378,10.6705,-10.0280,-10.1583,-9.8977,2.5181,1.4843,4.2756,0.4399,10.4860,10.4730,10.7810,1.2410,1.1360,1.3320,1.4000,2.8900,\N,1,0,0,0
5938,14399,8.704761,0.6894600000000001,4,\N,Variable,21.771,54048.3,4,0,0,0.409077,7.3e-05,0.407457,7.3e-05,2.4724e-05,1.36e-06,5,0.0989,0.1811,0.0695,54023.7,0.04,41.8786,0.2548,5.56e-37,319,60,-1,0.3,0.8142,0.1476,54018.6,0.09,41.3663,0.208,1.39e-29,286.5,65,0.0000,-35.76700,62,0.0000,-43.41570,60,1.0000,-12.05210,19,\N,\N,\N,\N,0.15885,0.0392428333377228,0.60000,0.00999999987368938,2.83400,0.450000000662274,54019.172,2.03002458435356,2.00,3.00,1.387e-05,2.03e-06,5,0.1401,0.8229,0.1209,54019.4,0.03,0,0.0079,3.36e-24,178.1,27,0.0000,-28.01230,63,0.0000,-15.16690,19,1.0000,-5.95080,51,70,0.0000,0.0000,1.0000,0.04248,0.00547722550586848,0.61200,0.0161245155185452,2.97000,0.150996689978456,54015.930,0.879772691683906,303.00,305.00,1237663204917969497,8.7047719955,0.6894069314,0.36923,0.41898,0.320436,0.065295,0.321705,0.111233,22.2415,0.318399,21.0699,0.0551086,19.8274,0.0270892,19.2719,0.0271194,18.8945,0.0658704,11.2071,11.0850,11.3154,-10.4451,-10.8794,-10.1452,5.4343,3.6304,6.5293,0.1064,11.0870,10.8910,11.1000,0.1440,0.0230,0.1560,5.0000,3.2300,\N,0,0,0,0
5941,14403,16.838352,0.651859,7,\N,zSNIa,21.438000000000002,54011.4,6,0,0,0.28981599999999996,7e-05,0.288427,7e-05,4.5648e-05,2.05e-06,-0.7174,0.4565,-0.1242,0.0465,54009.1,0.54,41.0711,0.2255,0.122,82.9,69,0.1721,0.2009,-0.1324,0.1891,54009.1,0.57,41.3009,0.1726,0.33,74.7,70,1.0000,-0.13730,59,0.0000,-0.90310,63,0.0000,-4.84160,63,\N,\N,\N,\N,0.29208,0.049295031287119,1.22500,0.098994949953162,-0.25700,0.344005814645938,54008.211,0.740270206117665,3.00,1.00,4.5887e-05,2.38e-06,-1.0025,0.5074,-0.0027,0.0791,54007.9,0.73,0.1916,0.0449,0.298,64.2,59,1.0000,-0.13670,59,0.0000,-0.67780,63,0.0000,-2.80410,63,662,0.9532,0.0030,0.0438,0.21806,0.0776530734416068,1.24600,0.098994949953162,-0.02400,0.576003460597199,54007.531,0.909945058264457,306.00,301.00,1237663204921508635,16.8382072449,0.6519527435,0.75338,0.87325,0.355998,0.162307,0.183467,0.0787478,23.2729,0.702732,21.7473,0.0855213,20.7138,0.0511748,20.2771,0.0543457,20.6763,0.266116,10.1741,10.0459,10.2848,-10.3647,-10.8141,-10.0553,4.3041,2.5673,6.1219,2.1893,9.8110,9.6030,10.4510,-0.1250,-0.7990,0.6390,1.6000,10.8300,\N,1,0,0,0
5946,14409,-0.269366,0.292745,3,\N,Variable,21.954,54031.2,0,0,0,0.109732,2.2e-05,0.10839800000000001,2.2e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.4204,-36.64980,12,0.3528,-36.65760,4,0.2268,-36.65760,12,-1,-1.0000,-1.0000,-1.0000,0.46992,0.178577717389336,1.25100,0.374005349620767,3.00000,0.113004424311048,54076.160,4.29999997338583,303.00,301.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.7567,-36.65760,4,0.1206,-36.65760,51,0.1226,-36.65760,51,-1,-1.0000,-1.0000,-1.0000,0.42877,0.202558635696585,1.21300,0.374993324220364,3.00000,0,54081.699,5.1099901674777,307.00,302.00,1237666408442298555,359.7307434082,0.2925430536,0.91085,0.50169,0.102885,0.010838,0.106438,0.0178437,19.7812,0.0844709,17.8654,0.00760233,16.9065,0.00538147,16.4849,0.00507383,16.1247,0.0119751,10.9855,10.9119,11.0583,-14.3157,-39.3461,-11.9583,7.2675,5.3785,9.2675,0.5975,10.8300,10.7710,11.1180,-99.0000,-99.0000,-99.0000,4.5000,51.2500,\N,0,0,0,0
5950,14414,-6.627680000000001,1.139039,5,\N,zSNII,22.002,54007.3,3,0,0,0.19253900000000002,1.7e-05,0.191079,1.7e-05,2.9883e-05,2.82e-06,3.9902,1.5065,0.0956,0.0681,54005,1.35,41.7402,0.3943,9.03e-07,127.5,60,-0.5703,0.0831,0.7116,0.1658,54002.7,0.95,41.1196,0.2173,9.45e-09,155.1,68,0.0005,-6.72580,63,0.0002,-6.76700,63,0.9994,-4.78780,63,\N,\N,\N,\N,0.17705,0.026076809570453,0.68500,0.0950263137592209,1.01200,0.304006573707943,54002.840,1.07981480290977,1.00,4.00,3.1001e-05,4.76e-06,2.3278,1.3172,-0.0676,0.1611,54004.6,1.96,0.1342,0.1423,0.25,35.9,31,0.0030,-6.13490,63,0.0021,-6.13140,63,0.9949,-4.68190,63,14,0.1429,0.0000,0.8571,0.08165,0.010954451011737,0.78300,0.131984845589736,1.41200,0.267992534082421,54001.988,0.700000006811959,306.00,308.00,1237663463145341275,353.3724670410,1.1389130354,0.66662,0.59271,0.051298,0.021789,0.0491204,0.0207841,21.9665,0.35971,20.6242,0.0425518,20.1464,0.0369772,19.907,0.0462887,19.716,0.153548,9.6225,9.5479,9.7091,-10.0922,-10.2354,-10.0203,3.1198,2.4858,4.8010,0.7010,9.5710,9.3020,9.7850,0.4490,-0.1660,0.5290,1.2000,5.6100,\N,0,1,0,0
5951,14415,3.261937,1.102945,5,\N,zSNII,21.864,53989.3,3,0,0,0.159431,2.1e-05,0.158055,2.1e-05,2.51e-05,1.59e-06,5,0.1641,0.3628,0.0677,54003.2,0.32,41.3307,0.2332,1.59e-05,118.2,61,-0.9021,0.079,0.8452,0.1471,53996.5,0.06,41.1255,0.1986,4.66e-05,132.6,75,0.0000,-5.74230,63,0.0000,-5.82680,63,1.0000,-0.27570,63,\N,\N,\N,\N,0.18591,0.0242899158203811,0.60500,0.00999999987368938,0.99800,0.286006990962516,54000.172,2.20000003467907,3.00,4.00,2.626e-05,1.57e-06,5,0.183,0.2761,0.0668,54003.4,0.11,0.2026,0.0037,9.21e-06,118.9,60,0.0000,-5.70110,63,0.0000,-4.32150,63,1.0000,-0.19180,63,180,0.0000,0.0056,0.9944,0.19854,0.0176068169492012,0.60400,0.00999999987368938,1.13300,0.190997377939975,54001.340,2.56007810443703,306.00,305.00,1237657192517271961,3.2612321377,1.1024111509,3.18457,2.00442,0.197664,0.026087,0.125134,0.0626601,20.7003,0.14855,20.0268,0.0332288,19.6112,0.0358712,19.3867,0.0433881,19.3467,0.148428,9.5886,9.5253,9.6625,-10.0978,-10.1940,-10.0436,3.2431,2.6344,4.3976,0.1235,9.5420,9.5280,9.5650,0.4390,0.1020,0.4900,3.0000,0.9500,\N,0,1,0,0
5952,14417,9.946541999999999,1.1294540000000002,15,\N,Variable,21.358,54041.2,16,0,0,0.424475,2.2e-05,0.42285,2.2e-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0000,-68.79050,3,0.0000,-144.18050,63,1.0000,-58.66150,3,\N,\N,\N,\N,0.69854,0.00707106772255038,1.68100,0.0370135104316917,3.00000,0,53946.000,0,2.00,1.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0000,-65.49760,3,0.0000,-79.37680,19,1.0000,-6.41910,19,15,0.0000,0.0000,1.0000,0.69609,0.00774596659457504,1.66500,0.0540370254122994,3.00000,0,53955.000,0,307.00,305.00,1237657192520155281,9.9465551376,1.1294009686,0.11107,0.13149,0.240946,0.03415,0.284813,0.0861585,20.4639,0.0764719,19.808,0.0183066,19.2348,0.0157875,18.963,0.0179721,18.7395,0.0500529,10.8817,10.7713,10.9250,-10.0495,-10.1798,-10.0061,3.4724,2.8770,5.3539,9.1602,10.5290,10.3260,10.8190,1.5810,1.1450,1.8340,2.0000,59.6600,\N,0,0,0,0
5988,14465,7.150591,-0.328606,4,\N,Unknown,22.081999999999997,54047.3,2,0,0,0.05915700000000001,8e-06,0.057929999999999995,8e-06,1.4249e-05,7.8e-07,3.5971,1.378,0.598,0.0964,53985.2,1.36,41.0033,0.5252,0.307,34.4,31,-0.6537,0.0949,2.7689,0.2858,53983.1,0.9,39.2893,0.276,0.785,60.5,70,0.0000,-0.03860,27,0.0004,-0.00830,3,0.9996,0.00000,35,\N,\N,\N,\N,0.04351,0.00774596659457504,0.63800,0.0479583157652193,3.00000,0,53982.879,1.33003761353045,1.00,2.00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.0000,-0.02870,27,0.0011,-0.00350,3,0.9989,0.00000,19,70,0.0000,0.0000,1.0000,0.06769,0.0154919331891501,0.63100,0.0409878029011493,3.00000,0.058991524439902,53983.578,1.34981481200307,303.00,302.00,1237663783663632515,7.1506323814,-0.3269199729,6.08558,1.92304,0.056733,0.014366,0.0561597,0.0166689,17.727,0.0231466,16.6281,0.00554348,16.2466,0.00581063,15.9726,0.00627115,15.7673,0.0156657,10.1675,10.1299,10.2140,-10.2224,-10.3208,-10.1500,4.1610,3.4874,5.2468,0.6503,10.1290,10.0870,10.3100,0.7750,0.6270,0.9230,1.6000,97.0500,\N,0,0,0,1
5996,14478,-4.707399,0.069189,5,\N,zSNIa,22.151,54020.2,2,0,1,0.281762,3.5e-05,0.280202,3.5e-05,2.55e-05,2.4e-06,-1.3937,0.8568,0.2734,0.0813,54014.4,0.78,40.4177,0.2917,0.693,86.6,94,0.0679,0.2823,1.0612,0.267,54014.3,0.66,40.4154,0.2652,0.809,66.1,77,0.9827,-0.06850,63,0.0173,-0.14270,63,0.0001,-0.42710,63,\N,\N,\N,\N,0.28286,0.0531977433334007,1.27700,0.15899685733354,1.23100,0.428998828756294,54013.750,0.960208306014947,3.00,1.00,2.106e-05,3.43e-06,-0.2489,1.4162,0.1934,0.2596,54014.4,1.68,0.2491,0.1296,0.681,41,46,0.9761,-0.06960,63,0.0238,-0.13250,63,0.0001,-0.35560,63,177,0.4237,0.5706,0.0056,0.30502,0.0434741297312846,1.27200,0.155016128100884,1.21300,0.340998529221979,54013.898,0.900000001324548,306.00,301.00,1237663784195326314,355.2928466797,0.0691016018,0.96224,1.34362,0.243809,0.049705,0.220774,0.0600008,21.9111,0.249574,20.3606,0.0308545,19.1167,0.0166718,18.6075,0.014698,18.1579,0.0373321,11.2954,11.2037,11.3738,-10.2781,-10.5359,-10.1696,5.0095,3.5706,6.1729,0.4020,10.9040,10.7130,10.9290,-0.0390,-99.0000,0.5620,5.0000,40.5700,\N,1,0,0,0
